original,wt
315.02394636,-112.84325085
315.02394636,-108.856609453
315.02394636,-100.052461239
315.02394636,-86.8281401816
315.02394636,-69.7877847604
315.627873563,-49.7152474605
315.627873563,-27.5380959088
315.627873563,-4.28442376201
315.627873563,18.9654303157
315.627873563,41.1298872734
311.584291188,61.1773428919
311.584291188,78.1750688387
311.584291188,91.3333957417
311.584291188,100.043020246
311.584291188,103.903633716
312.286877395,102.742515033
312.286877395,96.6222384846
312.286877395,85.8371919437
312.286877395,70.8991511513
312.286877395,52.5126845497
302.630747126,31.5416434454
302.630747126,8.96840176853
302.630747126,-14.1521696988
302.630747126,-36.7417907381
302.630747126,-57.7486065872
308.091954023,-76.1954562013
308.091954023,-91.2243665536
308.091954023,-102.135270886
308.091954023,-108.417240304
308.091954023,-109.770880511
305.424808429,-106.120961132
305.424808429,-97.6187949383
305.424808429,-84.6343485174
305.424808429,-67.7385247841
305.424808429,-47.6764921117
315.547413793,-25.333326913
315.547413793,-1.69357018864
315.547413793,22.2034398784
315.547413793,45.3104187284
315.547413793,66.6190414631
313.211206897,85.2047833631
313.211206897,100.267676841
313.211206897,111.167160954
313.211206897,117.449477264
313.211206897,118.866414972
311.730842912,115.384613269
311.730842912,107.185071013
311.730842912,94.6529721412
311.730842912,78.3583874863
311.730842912,59.0288374454
292.639367816,37.5150740706
292.639367816,14.7517466725
292.639367816,-8.28516339537
292.639367816,-30.6221264149
292.639367816,-51.3310280075
286.150862069,-69.5693491401
286.150862069,-84.6157687853
286.150862069,-95.8996503823
286.150862069,-103.023197555
286.150862069,-105.775439641
277.415229885,-104.137612463
277.415229885,-98.2799124315
277.415229885,-88.5500010239
277.415229885,-75.4540022067
277.415229885,-59.6310505044
281.684386973,-41.8226991828
281.684386973,-22.8386775037
281.684386973,-3.52058899831
281.684386973,15.2948307025
281.684386973,32.8113236639
281.659482759,48.3061248819
281.659482759,61.159086445
281.659482759,70.8768233814
281.659482759,77.1110347022
281.659482759,79.6704133762
287.596743295,78.5258274621
287.596743295,73.808721362
287.596743295,65.8029426349
287.596743295,54.9304389894
287.596743295,41.7314863461
285.644636015,26.8402977313
285.644636015,10.9570206113
285.644636015,-5.18274597733
285.644636015,-20.8396962326
285.644636015,-35.3025584981
292.748563218,-47.9185605067
292.748563218,-58.1213847153
292.748563218,-65.4554616365
292.748563218,-69.595575897
292.748563218,-70.3609298077
291.023467433,-67.7230191775
291.023467433,-61.8069204291
291.023467433,-52.8858589502
291.023467433,-41.3692159513
291.023467433,-27.7844228366
300.997126437,-12.7534747125
300.997126437,3.0349461271
300.997126437,18.8565242541
300.997126437,33.9841592595
300.997126437,47.7211154045
299.611111111,59.4329410044
299.611111111,68.5766612182
299.611111111,74.725858436
299.611111111,77.590436218
299.611111111,77.0301076737
298.611111111,73.0609453507
298.611111111,65.8546620636
298.611111111,55.7306432901
298.611111111,43.1411032683
298.611111111,28.6500701754
287.014367816,12.9072032732
287.014367816,-3.38230869217
287.014367816,-19.4903355613
287.014367816,-34.6993371489
287.014367816,-48.3352606013
286.695402299,-59.7982692977
286.695402299,-68.5898852585
286.695402299,-74.335309567
286.695402299,-76.799923608
286.695402299,-75.899255161
282.365900383,-71.7020031585
282.365900383,-64.4260380437
282.365900383,-54.4276159344
282.365900383,-42.1843497592
282.365900383,-28.2727560053
288.718869732,-13.3414303959
288.718869732,1.91890948172
288.718869732,16.8071485645
288.718869732,30.6438325724
288.718869732,42.8021224166
290.124521073,52.7362641421
290.124521073,60.0063093633
290.124521073,64.2979898244
290.124521073,65.4368641793
290.124521073,63.3961064016
297.22940613,58.2975831218
297.22940613,50.4061603905
297.22940613,40.117477016
297.22940613,27.939709643
297.22940613,14.4701222582
292.78256705,0.367428602009
292.78256705,-13.6788101549
292.78256705,-26.9803868365
292.78256705,-38.8827973729
292.78256705,-48.7962625836
300.381226054,-56.2239884897
300.381226054,-60.7863360184
300.381226054,-62.2397370767
300.381226054,-60.4894154743
300.381226054,-55.5952397746
302.67816092,-47.7703402178
302.67816092,-37.3724507488
302.67816092,-24.8882756924
302.67816092,-10.9115135356
302.67816092,3.8845180294
309.77394636,18.7784364826
309.77394636,33.0350846332
309.77394636,45.9409519408
309.77394636,56.8390348091
309.77394636,65.1614363525
308.686302682,70.4580822904
308.686302682,72.4200883289
308.686302682,70.8965504128
308.686302682,65.9038330803
308.686302682,57.6267892655
312.23467433,46.4117402506
312.23467433,32.7514572796
312.23467433,17.2627951145
312.23467433,0.658010473358
312.23467433,-16.2888665159
302.179118774,-32.7789712831
302.179118774,-48.0270320314
302.179118774,-61.2993718648
302.179118774,-71.94958221
302.179118774,-79.450075128
307.637452107,-83.4179295031
307.637452107,-83.6337385925
307.637452107,-80.0525278422
307.637452107,-72.806221887
307.637452107,-62.1975750507
308.341954023,-48.685915841
308.341954023,-32.8654684753
308.341954023,-15.4373806872
308.341954023,2.82311256061
308.341954023,21.1027404801
316.611111111,38.5876856231
316.611111111,54.5007003529
316.611111111,68.136100876
316.611111111,78.8910367435
316.611111111,86.2916567675
311.678639847,90.0130754043
311.678639847,89.892369016
311.678639847,85.9341799453
311.678639847,78.3088589743
311.678639847,67.3434156355
312.205938697,53.5058553151
312.205938697,37.3837493739
312.205938697,19.6581001987
312.205938697,1.07372130784
312.205938697,-17.5925491044
305.548850575,-35.56444385
305.548850575,-52.0983314594
305.548850575,-66.513477715
305.548850575,-78.2193439917
305.548850575,-86.7389113613
308.507662835,-91.7271974025
308.507662835,-92.9843320008
308.507662835,-90.4627717746
308.507662835,-84.2684532776
308.507662835,-74.6559064078
308.511494253,-62.0175655741
308.511494253,-46.867721542
308.511494253,-29.8217461611
308.511494253,-11.5713902464
308.511494253,7.14290316614
318.198275862,25.5616167848
318.198275862,42.9365785702
318.198275862,58.5610152789
318.198275862,71.7980757088
318.198275862,82.1067048717
315.070402299,89.063838203
315.070402299,92.3820134148
315.070402299,91.9216632777
315.070402299,87.6975502948
315.070402299,79.8790271153
315.936781609,68.7840464322
315.936781609,54.867091768
315.936781609,38.7014460706
315.936781609,20.956448315
315.936781609,2.3705995165
305.460249042,-16.2784403617
305.460249042,-34.2057820916
305.460249042,-50.651885324
305.460249042,-64.9144614605
305.460249042,-76.3783845131
307.404693487,-84.5423533395
307.404693487,-89.041160324
307.404693487,-89.6625812559
307.404693487,-86.3581033683
307.404693487,-79.24694612
303.698275862,-68.6130937395
303.698275862,-54.8953400375
303.698275862,-38.6706339031
303.698275862,-20.6312970469
303.698275862,-1.55695257958
311.776340996,17.7177572283
311.776340996,36.3383837268
311.776340996,53.4673803152
311.776340996,68.3207723869
311.776340996,80.2032169591
310.259578544,88.539907916
310.259578544,92.9038773624
310.259578544,93.0374034909
310.259578544,88.8664562355
310.259578544,80.5073864989
314.108716475,68.2653828387
314.108716475,52.6245686618
314.108716475,34.2299787066
314.108716475,13.8620199843
314.108716475,-7.59562716652
308.878831418,-29.193394192
308.878831418,-49.9569518171
308.878831418,-68.9303279808
308.878831418,-85.21912949
308.878831418,-98.0319276727
314.982279693,-106.717901938
314.982279693,-110.798956366
314.982279693,-109.99473019
314.982279693,-104.239206207
314.982279693,-93.6879710164
320.281130268,-78.7155833389
320.281130268,-59.9029446242
320.281130268,-38.0150207291
320.281130268,-13.9697143248
320.281130268,11.2008858114
331.527777778,36.3952706214
331.527777778,60.4913653848
331.527777778,82.3973086745
331.527777778,101.101846832
331.527777778,115.721994396
329.027777778,125.545679224
329.027777778,130.06726897
329.027777778,129.014158689
329.027777778,122.362977762
329.027777778,110.344433532
329.650383142,93.4363294822
329.650383142,72.3448543106
329.650383142,47.974808542
329.650383142,21.3899892593
329.650383142,-6.23453744745
316.737547893,-33.6661101806
316.737547893,-59.6715868882
316.737547893,-83.0751745553
316.737547893,-102.814161015
316.737547893,-117.989791379
315.956896552,-127.910730585
315.956896552,-132.126889418
315.956896552,-130.45184933
315.956896552,-122.972679452
315.956896552,-110.046568958
321.466475096,-92.2843660659
321.466475096,-70.5217853095
321.466475096,-45.7796801021
321.466475096,-19.2153423984
321.466475096,7.93274655277
329.638409962,34.4039570875
329.638409962,58.9754007966
329.638409962,80.5196984335
329.638409962,98.0577863895
329.638409962,110.804202834
338.663793103,118.202707719
338.663793103,119.950611082
338.663793103,116.010780219
338.663793103,106.610933433
338.663793103,92.2304695557
334.766283525,73.5756927202
334.766283525,51.5448384676
334.766283525,27.1847628254
334.766283525,1.64149990685
334.766283525,-23.8928871081
341.555555556,-48.2346468851
341.555555556,-70.2613945246
341.555555556,-88.9615543291
341.555555556,-103.478118092
341.555555556,-113.144978867
342.4348659,-117.514489692
342.4348659,-116.375319569
342.4348659,-109.760112608
342.4348659,-97.9428804025
342.4348659,-81.4264557074
356.850574713,-60.9206947265
356.850574713,-37.3124271933
356.850574713,-11.6284134919
356.850574713,15.0072250636
356.850574713,41.4194818928
358.075191571,66.4311207592
358.075191571,88.91172715
358.075191571,107.825357724
358.075191571,122.275020111
358.075191571,131.542289109
363.770114943,135.120484365
363.770114943,132.740001384
363.770114943,124.384604647
363.770114943,110.297760311
363.770114943,90.9784061664
357.305555556,67.1659248954
357.305555556,39.8144962343
357.305555556,10.0574429981
357.305555556,-20.8373606207
357.305555556,-51.5195023594
355.942528736,-80.6135317581
355.942528736,-106.779646433
355.942528736,-128.774978594
355.942528736,-145.51271259
355.942528736,-156.116204358
351.573275862,-159.965351832
351.573275862,-156.73268927
351.573275862,-146.407047749
351.573275862,-129.303129004
351.573275862,-106.055961835
367.659482759,-77.5999221387
367.659482759,-45.1327646853
367.659482759,-10.0658969241
367.659482759,26.0371210742
367.659482759,61.5311849572
375.752394636,94.7661299732
375.752394636,124.165441856
375.752394636,148.303311363
375.752394636,165.976115445
375.752394636,176.264584426
379.414750958,178.583298035
379.414750958,172.714728373
379.414750958,158.825787952
379.414750958,137.465708678
379.414750958,109.545027441
373.249042146,76.2964345969
373.249042146,39.2191989556
373.249042146,0.00976319334251
373.249042146,-39.5181432283
373.249042146,-77.5199440779
372.377394636,-112.20890218
372.377394636,-141.942594099
372.377394636,-165.302804529
372.377394636,-181.164793073
372.377394636,-188.752424773
367.727969349,-187.676381823
367.727969349,-177.953546993
367.727969349,-160.006620801
367.727969349,-134.644050431
367.727969349,-103.021352589
388.831417625,-66.5858500742
388.831417625,-27.0076623167
388.831417625,13.8995492753
388.831417625,54.2641127956
388.831417625,92.2439324574
391.317049808,126.111878222
391.317049808,154.334914419
391.317049808,175.643293483
391.317049808,189.086705849
391.317049808,194.074980619
390.562260536,190.40173181
390.562260536,178.250196062
390.562260536,158.181363887
390.562260536,131.105324093
390.562260536,98.2374810928
380.106800766,61.0419354242
380.106800766,21.1648146966
380.106800766,-19.6393095905
380.106800766,-59.5845909237
380.106800766,-96.9312940616
377.63152851,-130.060134556
377.63152851,-157.540540295
377.63152851,-178.190146365
377.63152851,-191.123264673
377.63152851,-195.786564778
373.608528989,-191.980739704
373.608528989,-179.867489142
373.608528989,-159.961713451
373.608528989,-133.109358558
373.608528989,-100.451870081
388.178246287,-63.378692524
388.178246287,-23.4696755583
388.178246287,17.5703852234
388.178246287,57.982550048
388.178246287,96.0271386611
389.657402971,130.05686423
389.657402971,158.586788228
389.657402971,180.358249747
389.657402971,194.394089958
389.657402971,200.042766076
391.870627695,197.0093271
391.870627695,185.371699342
391.870627695,165.581291372
391.870627695,138.44755838
391.870627695,105.106842066
380.226161955,66.9764967022
380.226161955,25.6959932776
380.226161955,-16.9426717419
380.226161955,-59.0723828071
380.226161955,-98.8328059316
373.81504552,-134.453163524
373.81504552,-164.332127905
373.81504552,-187.111120721
373.81504552,-201.737531484
373.81504552,-207.514772694
369.54911356,-204.136656278
369.54911356,-191.704281253
369.54911356,-170.724432104
369.54911356,-142.089361061
369.54911356,-107.038720536
385.623862003,-67.1052780718
385.623862003,-24.0468396866
385.623862003,20.2325131955
385.623862003,63.7682387001
385.623862003,104.624214843
389.407762338,140.980541999
389.407762338,171.216170003
389.407762338,193.982497268
389.407762338,208.2645196
389.407762338,213.426699297
386.057498802,209.241449828
386.057498802,195.898951514
386.057498802,173.997888699
386.057498802,144.517586838
386.057498802,108.77288708
376.025395304,68.353886801
376.025395304,25.0533617948
376.025395304,-19.2147606655
376.025395304,-62.5021125031
376.025395304,-102.913791413
373.199808337,-138.693435522
373.199808337,-168.301581658
373.199808337,-190.483742582
373.199808337,-204.32512035
373.199808337,-209.289495693
370.08241495,-205.240569236
370.08241495,-192.444847084
370.08241495,-171.556023913
370.08241495,-143.581682087
370.08241495,-109.833955066
388.55486344,-71.8665579182
388.55486344,-31.4012301871
388.55486344,9.75286593477
388.55486344,49.782922251
388.55486344,86.9554284382
396.444657403,119.694335997
396.444657403,146.650752676
396.444657403,166.76092087
396.444657403,179.289840373
396.444657403,183.858635376
397.076185913,180.454598859
397.076185913,169.42372976
397.076185913,151.446461711
397.076185913,127.498118425
397.076185913,98.7963743027
384.660277911,66.7386093167
