original,wt
384.660277911,32.8324923671
384.660277911,-1.37661504227
384.660277911,-34.3777837365
384.660277911,-64.7626572503
377.376137997,-91.2864165449
377.376137997,-112.918860256
377.376137997,-128.883501308
377.376137997,-138.68327808
377.376137997,-142.112219775
370.36415908,-139.253146778
370.36415908,-130.462185131
370.36415908,-116.341492065
370.36415908,-97.7020962973
370.36415908,-75.519130521
371.333013896,-50.8819621254
371.333013896,-24.9418093274
371.333013896,1.14062918215
371.333013896,26.2451869857
371.333013896,49.3378280533
364.424053666,69.5101371005
364.424053666,86.0114214205
364.424053666,98.2725759831
364.424053666,105.921290238
364.424053666,108.788573489
359.451844753,106.906928665
359.451844753,100.500800092
359.451844753,89.9701537695
359.451844753,75.8682178744
359.451844753,58.8745209352
348.420220412,39.764422346
348.420220412,19.3763438427
348.420220412,-1.42210905063
348.420220412,-21.7679907595
348.420220412,-40.8357410579
342.262577863,-57.8677820413
342.262577863,-72.2020596802
342.262577863,-83.295695729
342.262577863,-90.7440202012
342.262577863,-94.2943739735
335.162434116,-93.8542088357
335.162434116,-89.4931712546
335.162434116,-81.4390373832
335.162434116,-70.0675690971
335.162434116,-55.8865798783
336.767129851,-39.514727915
336.767129851,-21.6557817796
336.767129851,-3.06931919036
336.767129851,15.4609919416
336.767129851,33.1602325247
336.535474593,49.2947981942
336.535474593,63.2032667971
336.535474593,74.3241803013
336.535474593,82.2194651141
336.535474593,86.5923967157
332.062799616,87.2992600266
332.062799616,84.3541541349
332.062799616,77.9267229786
332.062799616,68.3329434072
332.062799616,56.0194481676
321.412272291,41.5421830229
321.412272291,25.5404750294
321.412272291,8.70780632347
321.412272291,-8.23926801949
321.412272291,-24.5925561436
313.773729626,-39.6825375155
313.773729626,-52.9061607316
313.773729626,-63.7509202594
313.773729626,-71.8142316385
313.773729626,-76.8173975889
305.585330777,-78.6137547205
305.585330777,-77.1908931137
305.585330777,-72.6671306528
305.585330777,-65.2826843927
305.585330777,-55.3861992064
302.701342282,-43.417460205
302.701342282,-29.8872248827
302.701342282,-15.3551629364
302.701342282,-0.406889582212
302.701342282,14.3689712979
296.155321189,28.4028453959
296.155321189,41.1646535693
296.155321189,52.1820414273
296.155321189,61.0559254152
296.155321189,67.4730197363
288.318791946,71.215129151
288.318791946,72.1650977844
288.318791946,70.3093917512
288.318791946,65.7373644271
288.318791946,58.6373104354
277.075263663,49.2894622416
277.075263663,38.0561267627
277.075263663,25.3692036045
277.075263663,11.7153756086
277.075263663,-2.38068107113
264.962607862,-16.3746554903
264.962607862,-29.7220460436
264.962607862,-41.8981334669
264.962607862,-52.4178554425
264.962607862,-60.854895488
254.956855225,-66.8592572698
254.956855225,-70.1725804453
254.956855225,-70.6404726351
254.956855225,-68.2211894937
254.956855225,-62.990093903
245.963566635,-55.1394659596
245.963566635,-44.9734142343
245.963566635,-32.8978490949
245.963566635,-19.4057109739
245.963566635,-5.05788814622
246.626078619,9.53950408112
246.626078619,23.7605926204
246.626078619,36.9868895153
246.626078619,48.6348959695
246.626078619,58.1828750321
236.609300096,65.1954862951
236.609300096,69.3450315744
236.609300096,70.4281858893
236.609300096,68.3772787166
236.609300096,63.2654379452
231.928092042,55.3052009811
231.928092042,44.8405188507
231.928092042,32.3324126352
231.928092042,18.3388688295
231.928092042,3.48986299839
221.071428571,-11.5413376837
221.071428571,-26.0692376417
221.071428571,-39.4280499443
221.071428571,-51.0029549719
221.071428571,-60.2591482373
213.979865772,-66.7672440213
213.979865772,-70.2237750169
213.979865772,-70.4657670538
213.979865772,-67.4786596637
213.979865772,-61.39717243
211.277085331,-52.4990665453
211.277085331,-41.1921026288
211.277085331,-27.9948315355
211.277085331,-13.5121575127
211.277085331,1.59313257994
210.615052733,16.6314867716
210.615052733,30.918841674
210.615052733,43.808454399
210.615052733,54.7207849281
210.615052733,63.1700068568
203.372483221,68.7858997014
203.372483221,71.3301114483
203.372483221,70.7060634674
203.372483221,66.9620867383
203.372483221,60.2877124185
198.627996165,51.0033742491
198.627996165,39.5440983617
198.627996165,26.4380418733
198.627996165,12.2809811201
198.627996165,-2.29196818575
190.066155321,-16.6360017942
190.066155321,-30.1262086252
190.066155321,-42.1856732346
190.066155321,-52.3107894629
190.066155321,-60.0926404523
184.966922339,-65.2335195225
184.966922339,-67.5579276913
184.966922339,-67.0176722247
184.966922339,-63.6909905037
184.966922339,-57.7759183719
186.330776606,-49.5783962344
186.330776606,-39.4958453542
186.330776606,-27.9971392604
186.330776606,-15.6000322356
186.330776606,-2.84718336969
187.976989453,9.71807071136
187.976989453,21.5750861904
187.976989453,32.2474156931
187.976989453,41.3215786978
187.976989453,48.462409279
186.072866731,53.424490284
186.072866731,56.0593903065
186.072866731,56.3186236178
186.072866731,54.2524426858
186.072866731,50.0047392529
183.231064238,43.8044668851
183.231064238,35.9541018968
183.231064238,26.8157298142
183.231064238,16.7953827299
183.231064238,6.32626270224
179.451102589,-4.14852715717
179.451102589,-14.1931533291
179.451102589,-23.3955765403
179.451102589,-31.3829322614
179.451102589,-37.8353212234
174.682166826,-42.4976168226
174.682166826,-45.1889485635
174.682166826,-45.8095732845
174.682166826,-44.3449008336
174.682166826,-40.8665008624
171.441514861,-35.5299854648
171.441514861,-28.5697410514
171.441514861,-20.2905736592
171.441514861,-11.0564348791
171.441514861,-1.27650891191
170.313998082,8.61093888785
170.313998082,18.1564309887
170.313998082,26.9182291229
170.313998082,34.4816340758
170.313998082,40.4778244994
168.758389262,44.6013825481
168.758389262,46.6256508549
168.758389262,46.4151069794
168.758389262,43.9340306142
168.758389262,39.2508750385
164.321188878,32.5379336814
164.321188878,24.0661079532
164.321188878,14.1948233681
164.321188878,3.35739454881
164.321188878,-7.95760867942
162.562799616,-19.2282076632
162.562799616,-29.9230856653
162.562799616,-39.5267396534
162.562799616,-47.5644724942
162.562799616,-53.6259537617
160.972674976,-57.3861166707
160.972674976,-58.6222683676
160.972674976,-57.2264664323
160.972674976,-53.212447175
160.972674976,-46.7166685755
164.056567593,-37.9933369286
164.056567593,-27.4036038008
164.056567593,-15.399430256
164.056567593,-2.50290027079
164.056567593,10.7179919098
167.61409396,23.6758691478
167.61409396,35.7914825507
167.61409396,46.5208292072
167.61409396,55.3805285811
167.61409396,61.9702116755
165.976989453,65.9908449672
165.976989453,67.2581340545
165.976989453,65.710416102
165.976989453,61.410739583
165.976989453,54.5431275736
160.646692234,45.4033101056
160.646692234,34.3844761819
160.646692234,21.9588234236
160.646692234,8.65586227658
160.646692234,-4.96144506179
154.127516779,-18.3215669686
154.127516779,-30.8691574473
154.127516779,-42.0885868355
154.127516779,-51.5252521794
154.127516779,-58.8038133486
149.876797699,-63.6426738455
149.876797699,-65.864218015
149.876797699,-65.4005180762
149.876797699,-62.2944248555
149.876797699,-56.6961463611
147.183604986,-48.8555911043
147.183604986,-39.1109029543
147.183604986,-27.8737378135
147.183604986,-15.6119278392
147.183604986,-2.8302461741
146.178811122,9.94997478766
146.178811122,22.2116038124
146.178811122,33.4620904392
146.178811122,43.2527333495
146.178811122,51.1961546954
142.44822627,56.9813620386
142.44822627,60.3858594241
142.44822627,61.2843632847
142.44822627,59.6537863941
142.44822627,55.5742728517
136.776126558,49.2261976379
136.776126558,40.8831834776
136.776126558,30.9013326074
136.776126558,19.7050175538
136.776126558,7.76971818755
129.411792905,-4.39747379197
129.411792905,-16.2789437236
129.411792905,-27.3684016026
129.411792905,-37.1925878053
129.411792905,-45.3319055348
122.609300096,-51.439057879
122.609300096,-55.2548196272
122.609300096,-56.62017002
122.609300096,-55.4841507228
122.609300096,-51.9069892383
120.186481304,-46.0582348596
120.186481304,-38.2098829715
120.186481304,-28.7247029894
120.186481304,-18.0402231643
120.186481304,-6.64904896611
119.035474593,4.92361190091
119.035474593,16.144187266
119.035474593,26.4956016032
119.035474593,35.501568256
119.035474593,42.7491281887
116.647651007,47.9083197812
116.647651007,50.7479922505
116.647651007,51.1469564405
116.647651007,49.0998919786
116.647651007,44.717687578
111.70949185,38.2221680695
111.70949185,29.9354429437
111.70949185,20.2643818424
111.70949185,9.68096822939
111.70949185,-1.30050958583
105.962607862,-12.1483116375
105.962607862,-22.3389228866
105.962607862,-31.3822919468
105.962607862,-38.8453940118
105.962607862,-44.3729655204
101.284755513,-47.7044010075
101.284755513,-48.6859953062
101.284755513,-47.2779467637
101.284755513,-43.5557975298
101.284755513,-37.7062621707
99.9194630872,-30.017672187
99.9194630872,-20.8655279301
99.9194630872,-10.6938880851
99.9194630872,0.00647115958824
99.9194630872,10.7220396103
96.4084372004,20.9415099162
96.4084372004,30.1804355546
96.4084372004,38.0043957556
96.4084372004,44.0495313841
96.4084372004,48.0394506526
91.4261744966,49.7976887277
91.4261744966,49.255132022
91.4261744966,46.4520752597
91.4261744966,41.5348545819
91.4261744966,34.7472791436
84.9630872483,26.4173524283
84.9630872483,16.9400185705
84.9630872483,6.75687492788
84.9630872483,-3.66605182636
84.9630872483,-13.8612721742
77.0455417066,-23.3823180909
77.0455417066,-31.82455863
77.0455417066,-38.8432661595
77.0455417066,-44.1680217051
77.0455417066,-47.6127710248
72.8753595398,-49.0811077752
72.8753595398,-48.5666508316
72.8753595398,-46.1486816162
72.8753595398,-41.9834951411
72.8753595398,-36.2921763062
72.6021093001,-29.3457230381
72.6021093001,-21.4485848992
72.6021093001,-12.9217584195
72.6021093001,-4.08657197024
72.6021093001,4.74979755223
71.1438159156,13.3062017491
71.1438159156,21.3361511596
71.1438159156,28.6328431133
71.1438159156,35.030544469
71.1438159156,40.4026052433
67.5886864813,44.6566769677
67.5886864813,47.7279613697
67.5886864813,49.5714976255
67.5886864813,50.1545913643
67.5886864813,49.4504833693
64.7545541707,47.4342457586
64.7545541707,44.081682114
64.7545541707,39.3717082818
64.7545541707,33.2923235525
64.7545541707,25.8498761773
61.2938638543,17.0809166881
61.2938638543,7.06555426846
61.2938638543,-4.05907743519
61.2938638543,-16.0868442077
61.2938638543,-28.7337985219
59.0771812081,-41.6341288221
59.0771812081,-54.3422380454
59.0771812081,-66.3419368082
59.0771812081,-77.0632243267
59.0771812081,-85.9065199668
58.3782358581,-92.2735443104
58.3782358581,-95.6033830773
58.3782358581,-95.4116569003
58.3782358581,-91.3302214496
58.3782358581,-83.144487408
58.8389261745,-70.825320159
58.8389261745,-54.5525825347
58.8389261745,-34.7277308463
58.8389261745,-11.9734553894
58.8389261745,12.8808577278
55.5886864813,38.8281245681
55.5886864813,64.72626828
55.5886864813,89.352827976
55.5886864813,111.468684253
55.5886864813,129.887276534
50.4971236817,143.54507046
50.4971236817,151.568696761
50.4971236817,153.334166584
50.4971236817,148.513888303
50.4971236817,137.107857648
47.2018216683,119.45633039
47.2018216683,96.23245434
47.2018216683,68.4146545307
47.2018216683,37.2399374062
47.2018216683,4.14060512597
